model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,min_rating,mean_rating,max_speed,driver_age_mean,driver_rating_mean,driver_accident_mean,fix_count,avg_destroy_degree,total_work_duration,unique_work_types,feature_min_max_diff,feature_corner,feature_mean,feature_shift,feature_start,feature_quant
Kia Sportage,standart,petrol,3.96,2013,46605,2018,38.49,engine_check,0.1,4.618160919540229,155.0,34.81609195402299,8.07183908045977,14.53076923076923,35,4.054285714285714,940,4,10.001,0.09891701068080172,-2.0177988505747124,542934,0.0,-0.001
VW Polo,economy,petrol,1.88,2015,81699,2019,27.47,break_bug,0.73,5.263505747126437,116.15033973512249,34.298850574712645,8.002298850574713,7.4655172413793105,35,4.591428571428571,996,4,69.876,-0.1366790231181737,-19.38074712643678,634340,-38.326,0.5702499999999999
Audi A3,premium,petrol,4.3,2013,43597,2020,31.34,engine_fuel,0.1,4.1722413793103446,175.00337229479456,34.758620689655174,8.141379310344828,16.565891472868216,35,4.228571428571429,961,4,73.57300000000001,-0.00331915100139412,1.5048563218390807,461890,-2.863,24.88675
VW Tiguan,economy,petrol,4.86,2014,59714,2020,71.85,engine_ignition,0.1,3.805574712643678,193.39419605288813,36.54022988505747,7.9781609195402305,6.591954022988506,35,3.1,862,3,40.046,-0.0625246655583509,-3.0464137931034485,340787,-0.924,2.2015000000000002
Renault Kaptur,standart,petrol,4.62,2012,21622,2018,25.72,engine_overheat,0.1,4.15080459770115,182.3255090523394,34.37931034482759,7.832183908045977,8.614942528735632,35,4.6571428571428575,978,3,26.142,0.1500877803709356,6.536586206896551,370544,5.559,11.008
Mercedes-Benz GLC,business,petrol,2.82,2015,87593,2019,31.86,electro_bug,0.0,4.313218390804598,200.0,34.7816091954023,8.46551724137931,8.82183908045977,35,3.4885714285714284,850,4,52.915000000000006,0.2802262054807573,-18.67706896551724,733160,2.738,-5.21675
Kia Rio,economy,petrol,4.8,2015,85769,2021,52.53,engine_ignition,0.1,3.8571839080459767,198.57190004347336,34.04597701149425,7.948850574712643,7.339080459770115,35,3.4228571428571426,657,4,46.759,-0.020373707418294185,-9.625287356321838,414740,1.269,-2.0245
Hyundai Solaris,economy,petrol,3.7,2012,21365,2016,35.87,electro_bug,0.0,4.122988505747126,197.95037026103668,34.5919540229885,7.990229885057471,7.316091954022989,35,3.1485714285714286,880,3,9.041,-0.10126214940243729,-0.23789080459770115,240254,-0.0,0.03775
Kia Rio X,economy,petrol,3.76,2014,55649,2018,31.73,gear_stick,0.25,4.490689655172414,102.57927239687857,32.35057471264368,7.790229885057471,9.172413793103448,35,3.202857142857143,964,3,16.0,0.015531451905164324,-2.2912241379310343,614367,0.0,0.0
Hyundai Solaris,economy,petrol,4.54,2014,61802,2015,35.07,gear_stick,0.1,4.485574712643678,112.35590500231446,32.90229885057471,7.905172413793103,9.293103448275861,35,3.4771428571428573,867,4,67.083,0.09624352430156644,-17.845540229885057,194495,-2.672,1.9249999999999998
VW Tiguan,economy,petrol,6.94,2013,45127,2019,67.77,another_bug,0.1,4.848850574712644,189.52067864955063,36.51149425287356,8.086781609195402,19.112068965517242,35,3.505714285714286,911,4,56.141999999999996,0.01236305731988999,10.13616091954023,540781,2.016,13.862
Smart ForFour,economy,petrol,3.86,2017,117893,2018,38.95,wheel_shake,0.1,4.493850574712644,163.54118030806595,34.46551724137931,8.160344827586208,16.712962962962962,35,4.265714285714286,1025,4,45.542,0.006346214814191179,-9.661264367816091,322815,0.517,1.862
MINI CooperSE,business,electro,5.14,2011,447,2018,52.38,engine_overheat,0.1,3.901609195402299,195.0,35.06896551724138,7.936781609195402,9.06936416184971,35,4.057142857142857,985,4,39.873,-0.17961676944617988,-13.74782183908046,566301,-3.664,-8.20375
Kia Rio,economy,petrol,4.78,2012,21367,2018,31.16,break_bug,0.1,5.2651724137931035,115.3056298964228,35.38505747126437,8.008620689655173,7.994219653179191,35,3.4285714285714284,869,4,7.499,0.03651446307961149,-1.6377528735632183,259035,-0.0,0.0
Hyundai Solaris,economy,petrol,5.28,2011,3457,2017,34.89,engine_overheat,0.1,4.006609195402299,183.9522662309155,33.327586206896555,7.850574712643678,9.540229885057471,35,3.5085714285714285,854,3,61.412,-0.1107048286181245,-6.539724137931034,379080,3.095,3.0469999999999997
Mercedes-Benz GLC,business,petrol,3.4,2013,42671,2020,61.65,engine_overheat,0.1,4.177816091954023,198.66357296673664,34.94827586206897,8.313793103448276,10.39655172413793,35,3.297142857142857,962,4,40.803999999999995,0.06465064507419567,12.82051724137931,103974,21.297,17.60275
Kia Rio X-line,economy,petrol,4.82,2013,44278,2018,36.82,engine_overheat,0.1,4.094080459770115,160.5689767559091,35.08620689655172,7.901149425287356,9.235632183908047,35,3.3114285714285714,934,4,55.907,0.15865526876257802,-0.4880804597701149,187858,13.814,10.40025
Hyundai Solaris,economy,petrol,5.08,2014,63452,2022,31.34,wheel_shake,0.1,4.636666666666667,119.0,33.735632183908045,8.121264367816092,16.376923076923077,35,3.62,947,4,30.978,-0.001968305839754489,6.751867816091954,386850,6.455,13.932749999999999
Renault Kaptur,standart,petrol,4.74,2014,69685,2018,32.12,break_bug,1.5,5.515402298850574,126.88156509738288,34.97126436781609,7.979310344827587,6.977011494252873,35,3.9285714285714284,943,4,63.488,-0.02121570126829059,-1.6908620689655172,171994,0.008,10.24475
Kia Rio X,economy,petrol,6.22,2015,96364,2016,40.33,gear_stick,0.1,4.5664942528735635,109.38343955827206,35.08045977011494,7.793103448275862,9.10344827586207,35,3.3971428571428572,819,4,74.689,-0.0070323423168298805,-13.435189655172413,623023,-16.407,5.44025
Hyundai Solaris,economy,petrol,3.96,2015,78511,2017,23.51,wheel_shake,0.1,4.58816091954023,139.92880819492035,33.36206896551724,8.101724137931035,16.584745762711865,35,4.8428571428571425,908,4,61.502,-0.0021362574370487886,-20.825614942528738,738208,3.348,-6.69375
Kia Rio,economy,petrol,4.18,2015,90732,2014,24.25,engine_overheat,0.1,3.8972413793103446,197.9482413410476,32.50574712643678,7.815517241379311,9.120689655172415,35,3.757142857142857,1064,4,24.063,0.1101584647393796,-6.0920000000000005,730514,-1.549,-1.877
Renault Kaptur,standart,petrol,3.56,2011,1388,2018,40.17,electro_bug,0.0,4.315344827586207,200.0,34.5632183908046,8.021264367816093,7.028735632183908,35,4.122857142857143,933,3,76.953,-0.023359386535715128,5.061712643678161,730020,5.4,15.090250000000001
Kia Rio X,economy,petrol,4.8,2015,87302,2014,31.86,electro_bug,0.0,4.222413793103448,178.69795023847635,35.132183908045974,8.03448275862069,6.994252873563219,35,4.0,1010,4,36.556,-0.0827795019844796,-3.6372298850574714,140762,-1.614,-0.0415
Renault Sandero,standart,petrol,3.52,2015,85666,2016,44.57,gear_stick,0.1,4.639712643678161,117.41383627655368,33.44252873563219,7.861494252873563,9.186046511627907,35,3.1085714285714285,907,4,57.717,-0.019901769141964305,-19.081557471264368,296426,-32.048,-7.859249999999999
Renault Kaptur,standart,petrol,4.6,2014,67118,2020,59.18,engine_fuel,0.1,3.6672988505747126,171.61916746407172,33.51149425287356,8.230459770114942,14.976,35,2.382857142857143,815,4,36.728,0.1481673170063643,14.401063218390803,178965,-0.472,21.051750000000002
Renault Sandero,standart,petrol,3.84,2013,44790,2020,72.78,another_bug,0.1,4.722701149425287,200.0,34.0,8.119540229885057,17.09375,35,3.7885714285714283,954,4,3.0020000000000002,0.10262774553620688,-0.016166666666666666,372666,0.0,0.00175
Nissan Qashqai,standart,petrol,4.0,2012,21738,2019,34.58,electro_bug,0.0,4.273850574712643,200.0,34.252873563218394,8.022413793103448,8.00578034682081,35,3.531428571428571,983,4,88.671,-0.0566466463792074,-25.43994252873563,390538,-26.103,-9.418
Audi Q3,premium,petrol,3.88,2017,110040,2018,36.55,electro_bug,0.0,4.485402298850575,183.83605990339555,35.775862068965516,8.013793103448277,6.764367816091954,35,3.951428571428572,680,4,73.62599999999999,0.10475499578965693,-32.72502873563218,22774,0.271,-18.2275
Kia Sportage,standart,petrol,4.74,2011,4267,2018,58.97,another_bug,0.1,4.59867816091954,178.0,34.94827586206897,7.993678160919541,16.271929824561404,35,4.4,856,4,10.0,0.04662891129244379,-0.12121264367816093,526311,0.0,-0.0
Kia Rio X,economy,petrol,5.32,2014,58219,2019,43.32,another_bug,0.83,4.702183908045977,189.0,33.97701149425287,8.086781609195402,15.9921875,35,4.814285714285714,959,4,50.994,-0.05273178978376037,5.635683908045977,597594,-10.556,15.275500000000001
Skoda Rapid,economy,petrol,3.48,2017,133755,2022,31.18,break_bug,0.36,5.403275862068965,112.51303946119766,34.96551724137931,8.016091954022988,7.718390804597701,35,3.6114285714285717,872,4,7.7010000000000005,0.06308488506469723,-1.725448275862069,24471,-0.0,0.0
VW Polo VI,economy,petrol,4.16,2012,20492,2017,66.74,another_bug,0.1,4.647413793103448,192.1439464571676,33.35632183908046,8.126436781609195,16.84251968503937,35,3.474285714285714,939,4,75.04700000000001,0.005091695983545731,-17.218810344827585,633341,-0.474,-1.0215
Kia Rio,economy,petrol,3.62,2015,87297,2014,31.68,engine_fuel,0.1,4.003793103448276,171.24633516394275,34.172413793103445,8.11609195402299,16.43243243243243,35,3.4714285714285715,872,4,56.374,0.0008063680274075564,18.23109195402299,705665,3.477,34.07875
Kia Rio,economy,petrol,3.12,2015,96993,2016,36.15,wheel_shake,0.1,4.505862068965517,132.8426303138794,33.03448275862069,8.191379310344827,19.008130081300813,35,3.294285714285714,1048,3,47.971000000000004,-0.03789241796155554,2.6975689655172412,23550,5.61,10.9695
VW Tiguan,economy,petrol,3.94,2017,112886,2020,35.83,gear_stick,0.1,4.253333333333334,120.0,35.12068965517241,7.900574712643678,8.977011494252874,35,4.105714285714285,948,4,64.045,0.014017462462783912,-15.079908045977012,210801,-15.965,-4.3045
Skoda Rapid,economy,petrol,3.82,2017,130393,2018,56.57,engine_ignition,0.1,4.033275862068965,195.5032797994638,34.747126436781606,7.948275862068965,7.218390804597701,35,2.505714285714286,912,4,32.2,-0.05014428645797691,-3.1182356321839078,536184,-1.711,2.533
Audi A3,premium,petrol,5.02,2016,94482,2017,40.59,electro_bug,0.0,4.169597701149425,200.0,37.52873563218391,8.079310344827586,7.505747126436781,35,3.4714285714285715,882,3,50.285000000000004,0.1023569732188247,-13.771597701149425,672082,-14.06,-3.3685
Smart ForFour,economy,petrol,3.48,2013,36104,2017,52.73,engine_check,0.1,4.714712643678161,166.60270449123635,33.38505747126437,8.127011494252873,19.82300884955752,35,2.974285714285714,1023,4,78.375,-0.01728642250598115,15.968959770114944,403979,2.013,22.4985
Renault Kaptur,standart,petrol,3.12,2015,78630,2022,68.62,another_bug,0.15,4.699885057471264,184.0,33.52873563218391,8.108620689655172,15.991803278688524,35,4.037142857142857,908,4,10.001,0.050285893466863595,-0.11996551724137933,24086,0.0,0.001
Smart ForTwo,economy,petrol,5.56,2013,42927,2014,33.36,engine_fuel,0.1,4.061034482758621,175.564390569221,34.247126436781606,8.132758620689655,17.26086956521739,35,2.9714285714285715,868,4,67.718,-0.015956697549885473,28.36449425287356,276057,1.413,47.276250000000005
Skoda Rapid,economy,petrol,3.72,2017,117809,2014,41.67,engine_check,0.1,4.802183908045977,185.35037423798485,33.12643678160919,8.126436781609195,17.823529411764707,35,3.442857142857143,838,4,47.89,-0.13985581225945626,7.819155172413793,643366,0.984,14.19075
Tesla Model 3,premium,electro,5.1,2017,120231,2017,59.54,engine_fuel,0.1,4.083850574712644,191.4251456499337,35.2183908045977,9.213793103448277,20.037037037037038,35,3.6885714285714286,890,5,14.79,-0.08500105404536802,-3.7401091954022987,114817,0.0,-0.0
Smart Coupe,economy,petrol,5.6,2017,121467,2016,84.2,another_bug,0.19,4.874942528735632,189.0,34.0,8.081609195402299,16.033898305084747,35,3.257142857142857,876,3,76.162,-0.02363936870811228,13.430879310344828,613271,4.63,23.39225
Hyundai Solaris,economy,petrol,5.4,2015,88544,2018,29.21,engine_fuel,0.1,4.279885057471264,151.2532628843147,33.224137931034484,8.063218390804598,16.50413223140496,35,4.122857142857143,828,4,73.888,0.008250827033504809,8.628781609195402,637635,1.418,29.674
Renault Kaptur,standart,petrol,5.34,2012,27035,2021,29.94,engine_overheat,0.1,3.826494252873563,192.09862342864,33.304597701149426,7.850574712643678,9.373563218390805,35,3.5228571428571427,902,4,12.751000000000001,0.09241812475635622,-2.7833965517241377,60550,0.0,0.001
Kia Rio,economy,petrol,5.62,2011,2814,2016,45.57,engine_ignition,0.1,3.9322413793103452,180.33742944196,34.41954022988506,8.098850574712644,7.655172413793103,35,3.6485714285714286,932,4,46.312,0.030433100052417953,19.577505747126438,595175,-0.844,30.026999999999997
Skoda Rapid,economy,petrol,2.52,2017,119034,2016,54.34,engine_check,0.1,4.557873563218391,160.0,34.55747126436781,8.010919540229885,17.693693693693692,35,3.0742857142857143,969,4,66.283,0.04558359278636459,-0.592367816091954,67091,1.657,5.820250000000001
Smart ForFour,economy,petrol,3.48,2017,128022,2015,42.47,break_bug,0.34,5.306609195402299,109.86858266402,33.42528735632184,8.066666666666666,8.005747126436782,35,3.4028571428571426,921,4,70.562,-0.006239652691112102,-25.161867816091952,563847,1.978,-11.533750000000001
Skoda Rapid,economy,petrol,3.84,2014,57543,2021,57.63,engine_ignition,0.1,3.9766091954022986,194.28309741249984,33.50574712643678,8.067241379310346,7.839080459770115,35,2.4657142857142857,964,4,50.028000000000006,-0.14012430920918076,2.044551724137931,520356,-0.149,19.106749999999998
VW Polo VI,economy,petrol,5.54,2015,77723,2020,62.39,engine_check,0.1,4.461091954022988,157.0,33.735632183908045,8.164942528735633,21.025641025641026,35,2.6342857142857143,826,4,78.00999999999999,0.15958766871743896,9.69087356321839,698588,2.689,15.22475
Smart ForTwo,economy,petrol,4.28,2013,38888,2016,42.98,electro_bug,0.0,4.653908045977011,200.0,34.93103448275862,7.955172413793104,6.902298850574713,35,2.794285714285714,934,5,15.001000000000001,0.10575512152561019,0.006063218390804578,9931,-0.0,0.05275
Renault Kaptur,standart,petrol,3.92,2015,73627,2017,41.34,electro_bug,0.0,4.357068965517241,200.0,33.35632183908046,7.952298850574713,6.982758620689655,35,3.0914285714285716,828,4,62.239999999999995,0.06369992260466047,-6.922402298850575,97364,4.505,6.353
VW Tiguan,economy,petrol,4.56,2017,132381,2018,59.42,engine_ignition,0.1,3.8339080459770116,190.699191206676,37.4080459770115,8.027011494252873,7.086206896551724,35,2.9457142857142857,917,4,15.981,-0.06216352250461175,-4.360977011494253,246325,-0.0,0.001
Kia Rio X,economy,petrol,3.62,2015,93392,2017,61.33,engine_ignition,0.1,4.160977011494253,190.52165351580223,34.793103448275865,8.033333333333333,7.82183908045977,35,3.0285714285714285,791,3,36.425,0.012658652579495763,16.930902298850572,42552,3.469,22.403750000000002
Renault Sandero,standart,petrol,4.4,2015,89492,2021,35.58,engine_fuel,0.1,4.300804597701149,164.9580151985662,32.88505747126437,8.072988505747126,16.5327868852459,35,3.2714285714285714,869,4,67.194,-0.05142023007248822,2.723919540229885,252390,-0.0,12.504249999999999
Kia Rio X,economy,petrol,4.22,2013,40718,2018,48.64,engine_check,0.1,4.71735632183908,160.0,32.18390804597701,8.143103448275863,15.373134328358208,35,2.6942857142857144,924,4,10.299,0.07043251701626564,-1.8627126436781611,448884,0.0,-0.0
Skoda Rapid,economy,petrol,4.16,2016,110318,2019,30.54,break_bug,0.1,5.419827586206896,103.7654839736524,35.235632183908045,8.013218390804598,6.850574712643678,35,3.5342857142857143,917,5,8.1,0.038039682026678734,-1.908551724137931,728301,0.0,-0.0
Smart ForTwo,economy,petrol,5.22,2017,112123,2021,26.09,engine_overheat,0.1,4.082068965517241,189.10811147067693,34.37931034482759,7.860344827586207,8.872832369942197,35,3.8085714285714287,1130,4,37.175,0.03323277312400024,17.47646551724138,35825,-3.243,25.46775
Kia Sportage,standart,petrol,3.38,2015,87026,2020,44.31,engine_check,0.1,4.543620689655173,148.73827289162776,33.89655172413793,8.052873563218391,17.674603174603174,35,2.797142857142857,888,3,62.187999999999995,-0.1425389815166512,34.5497183908046,662497,36.722,52.90925
VW Polo VI,economy,petrol,5.4,2012,25538,2020,63.65,another_bug,0.49,4.411724137931034,200.0,34.54022988505747,8.02471264367816,18.852459016393443,35,3.942857142857143,970,4,76.4,-0.01225491877011278,16.336183908045978,188996,-0.057,38.7235
Smart ForTwo,economy,petrol,3.62,2014,67354,2021,33.07,gear_stick,0.1,4.525574712643678,100.9948025376596,33.42528735632184,7.8982758620689655,10.028735632183908,35,2.7,868,4,12.599,-0.034026885000298206,-1.9043218390804597,647673,0.0,-0.002
Kia Rio X-line,economy,petrol,5.04,2015,87312,2022,31.27,wheel_shake,0.1,4.457988505747127,133.3321951547292,33.339080459770116,8.047701149425286,16.220338983050848,35,3.4228571428571426,1014,4,50.394,0.0376195236008543,21.639885057471265,277855,45.002,31.433999999999997
Nissan Qashqai,standart,petrol,3.36,2012,24989,2021,51.5,engine_check,0.1,4.619080459770115,161.0997471912929,34.14942528735632,8.008045977011495,16.82882882882883,35,3.031428571428571,807,4,65.976,-0.14627631601507332,22.889350574712644,599717,-4.04,38.3955
Hyundai Solaris,economy,petrol,5.14,2012,22330,2016,28.28,engine_fuel,0.1,4.204942528735632,173.79598238709053,33.293103448275865,8.075287356321839,17.212598425196852,35,3.64,927,4,47.525999999999996,-0.07191484493497854,-2.604206896551724,21147,-1.586,9.1735
Kia Sportage,standart,petrol,3.98,2014,56916,2022,45.19,gear_stick,0.1,4.439137931034483,112.58545404837054,34.44827586206897,7.825862068965518,9.068965517241379,35,3.174285714285714,941,4,31.009,-0.0171762465439754,-5.00332183908046,601449,4.319,4.325
Kia Rio,economy,petrol,1.94,2013,40195,2018,39.43,gear_stick,0.1,4.679827586206897,127.0640262308025,34.18390804597701,7.801149425287357,8.959770114942529,35,3.242857142857143,921,4,60.492999999999995,0.06837738642856094,-3.356454022988506,319724,-6.046,7.997
Nissan Qashqai,standart,petrol,4.1,2015,77579,2019,27.41,gear_stick,0.1,4.4991954022988505,106.81863261934254,33.51724137931034,7.858045977011494,9.189655172413794,35,4.3,1011,4,29.017,0.0036357504238390807,-3.2427126436781606,392455,4.114,4.10375
Smart Coupe,economy,petrol,3.12,2016,101075,2017,27.13,gear_stick,0.1,4.26764367816092,117.76445503883656,32.660919540229884,7.810919540229884,8.844827586206897,35,3.8142857142857145,919,4,11.901,0.10164350270376099,-1.9035689655172414,506290,-0.0,-0.001
VW Polo VI,economy,petrol,3.82,2015,81630,2020,48.46,engine_ignition,0.1,4.1048850574712645,170.58183931539165,33.7183908045977,8.067816091954024,7.763005780346821,35,3.0114285714285716,874,4,14.11,0.051822796178433266,-3.4052643678160917,39657,0.0,0.0
Renault Kaptur,standart,petrol,3.22,2011,3304,2014,33.02,engine_fuel,0.1,4.321666666666667,185.3314579596784,33.21264367816092,8.086781609195402,16.396551724137932,35,2.4971428571428573,936,4,58.876000000000005,-0.05609587594840808,32.68406896551724,179484,1.741,42.893
Smart Coupe,economy,petrol,3.94,2015,73470,2020,32.19,electro_bug,0.0,4.012586206896552,200.0,34.632183908045974,7.98448275862069,7.028735632183908,35,3.8685714285714288,783,4,58.285000000000004,0.16987202048501093,-17.794431034482756,8538,-21.574,-11.75075
Smart ForFour,economy,petrol,4.02,2017,129629,2020,43.95,electro_bug,0.0,4.12183908045977,179.57601135973212,34.35632183908046,7.972988505747126,7.011494252873563,35,2.242857142857143,818,4,47.921,0.0855063319999558,-7.964844827586207,559741,3.157,1.14875
VW Tiguan,economy,petrol,3.94,2017,119174,2020,82.57,engine_ignition,0.1,3.9513218390804594,184.72850668466407,36.5,7.922988505747126,6.626436781609195,35,2.5,825,3,48.406000000000006,-0.035936798864278016,-4.623540229885057,153042,-1.621,3.0810000000000004
Renault Sandero,standart,petrol,5.24,2014,65030,2016,41.61,engine_fuel,0.1,3.934885057471264,167.75301963093466,34.35632183908046,8.127586206896552,16.418803418803417,35,3.7542857142857144,963,3,14.621,0.13536556550741263,-3.65516091954023,481253,-0.0,0.0
Smart ForTwo,economy,petrol,3.52,2014,58435,2016,45.78,engine_check,0.1,4.690459770114942,153.3012400111095,34.49425287356322,8.065517241379311,16.633333333333333,35,2.942857142857143,769,3,27.947,0.07369402673265896,-2.821080459770115,401672,-1.031,4.01025
Smart Coupe,economy,petrol,3.24,2017,129754,2018,39.88,wheel_shake,0.23,4.551379310344828,134.65082866366842,34.42528735632184,8.194827586206896,15.151785714285714,35,2.6657142857142855,816,4,36.263000000000005,0.03664223251280806,-6.705431034482758,242844,7.892,-2.392
VW Polo,economy,petrol,4.98,2012,20532,2018,26.15,engine_overheat,0.1,4.106379310344828,184.3636526334513,31.75287356321839,7.872988505747127,9.218390804597702,35,3.6599999999999997,971,3,53.423,-0.3298395498086144,12.75067816091954,263709,11.851,25.178250000000002
Mini Cooper,business,petrol,4.98,2011,3455,2016,129.96,another_bug,0.1,4.796609195402299,184.2033992791669,34.87931034482759,8.170689655172414,16.088709677419356,35,3.1857142857142855,795,4,0.002,-0.04153337516705232,0.0014655172413793104,484614,-0.0,0.002
Kia Rio,economy,petrol,3.7,2014,61991,2014,35.77,engine_overheat,0.1,4.007816091954023,197.98156520699283,33.86206896551724,7.791379310344828,9.589595375722544,35,2.862857142857143,908,4,48.468,-0.22293410337464092,21.72837356321839,293524,30.389,34.6525
MINI CooperSE,business,electro,5.14,2015,81530,2020,47.03,break_bug,0.57,5.438505747126436,123.18860425692117,35.71264367816092,8.031609195402298,7.362068965517241,35,3.531428571428571,981,4,60.376999999999995,-0.1922930576705926,-12.64878735632184,290857,-31.293,3.2975
Kia Rio,economy,petrol,3.82,2014,64232,2015,24.64,wheel_shake,0.1,4.617471264367817,131.01920044475034,35.46551724137931,8.087356321839081,15.821428571428571,35,5.02,1077,3,18.798,-0.0074083574957719564,-2.302051724137931,602874,0.0,-0.0
Smart ForFour,economy,petrol,5.48,2016,104945,2016,36.23,electro_bug,0.0,4.195229885057471,191.6093606774345,34.298850574712645,7.987931034482759,7.563218390804598,35,3.2657142857142856,811,4,49.322,-0.041921582028777736,-0.8936839080459771,487344,0.709,6.8625
Smart ForTwo,economy,petrol,4.18,2016,94240,2016,32.95,break_bug,0.7,5.422011494252874,122.75015985501189,33.58045977011494,8.057471264367816,7.747126436781609,35,3.5914285714285716,933,4,9.401,0.036762032626186464,-2.5658333333333334,456143,-0.0,0.0
Kia Rio,economy,petrol,2.6,2015,84686,2019,26.74,electro_bug,0.0,4.074655172413793,200.0,34.3448275862069,7.9798850574712645,7.2601156069364166,35,3.4885714285714284,886,4,56.302,-0.13855560369192244,-20.438701149425288,219510,3.101,-13.79775
Mini Cooper,business,petrol,4.76,2015,79315,2019,35.26,engine_fuel,0.1,3.8814367816091955,173.91675930173494,34.61494252873563,8.16551724137931,15.19672131147541,35,3.991428571428571,1063,4,15.131,0.017074023075400558,-3.9126149425287355,500397,-0.0,-0.0
Smart Coupe,economy,petrol,3.96,2017,138101,2017,44.6,gear_stick,0.1,4.541149425287356,113.75662914179296,34.14367816091954,7.840229885057472,9.24712643678161,35,2.98,849,3,90.31700000000001,-0.08781714356226801,-30.474442528735633,18552,-5.616,-2.604
VW Tiguan,economy,petrol,2.54,2016,96375,2018,56.87,another_bug,0.1,4.686034482758621,184.0,36.0632183908046,8.108045977011495,16.80952380952381,35,3.5971428571428574,917,4,70.431,-0.012154606056996321,-9.121724137931034,111609,-6.188,7.511
VW Polo VI,economy,petrol,2.96,2014,58172,2019,34.22,electro_bug,0.0,4.044540229885057,192.0,34.37356321839081,7.963218390804597,7.540229885057471,35,4.2057142857142855,959,4,79.33200000000001,-0.00441603253299472,-14.902931034482759,201104,0.616,-0.04925
Nissan Qashqai,standart,petrol,3.02,2015,81340,2018,38.43,engine_overheat,0.1,3.96,188.4173196113646,33.7816091954023,7.853448275862069,9.028735632183908,35,4.177142857142857,927,4,37.337,-0.08731010186880707,6.988954022988506,91070,0.299,14.4575
Smart ForTwo,economy,petrol,5.02,2014,55556,2019,32.41,gear_stick,0.63,4.601609195402299,111.65740562735644,33.51149425287356,7.845977011494253,9.086206896551724,35,4.2942857142857145,914,3,11.0,0.09065721328156111,-2.265229885057471,167673,0.0,0.001
Volkswagen ID.4 ,premium,electro,4.8,2013,36907,2018,94.88,engine_ignition,0.1,4.129827586206897,185.91128001715305,35.96551724137931,9.16896551724138,11.815028901734104,35,2.482857142857143,921,3,44.323,0.06730294316950033,29.857247126436782,405512,2.818,37.506750000000004
Renault Sandero,standart,petrol,3.64,2014,67119,2017,28.97,break_bug,0.13,5.408160919540229,107.64436184784348,33.235632183908045,8.00919540229885,7.9655172413793105,35,4.54,746,4,83.71,0.03681784237723032,-19.547867816091955,238652,-16.958,4.7175
Hyundai Solaris,economy,petrol,4.54,2014,68959,2018,34.35,engine_fuel,0.1,3.9167241379310345,167.6365142035967,33.770114942528735,8.028735632183908,17.6218487394958,35,3.5885714285714285,909,3,12.921000000000001,0.0361602582667287,-2.8580919540229885,705364,-0.0,0.001
Renault Sandero,standart,petrol,5.96,2015,83621,2015,38.02,engine_overheat,0.1,3.999712643678161,196.1186333118172,32.770114942528735,7.791379310344828,9.28735632183908,35,2.585714285714286,998,4,18.438000000000002,0.02951721623757173,4.750149425287356,555340,9.55,6.568
Skoda Rapid,economy,petrol,5.46,2014,66667,2019,68.75,another_bug,0.1,4.777586206896552,171.0,33.85057471264368,8.117816091954023,16.54471544715447,35,3.6628571428571424,965,4,76.853,0.05558752621056073,-8.676189655172413,130252,-1.18,4.48375
Renault Kaptur,standart,petrol,4.6,2011,1112,2021,33.12,gear_stick,0.1,4.412471264367816,115.51303148209732,32.08045977011494,7.84367816091954,9.22543352601156,35,4.4,964,3,9.0,0.31156076570088587,-2.3766896551724135,730316,-0.0,-0.001
Kia Rio X-line,economy,petrol,5.24,2011,3810,2015,94.15,another_bug,0.18,4.6305747126436785,200.0,33.38505747126437,8.163218390804598,13.11111111111111,35,3.1857142857142855,833,4,7.002000000000001,-0.047790053658679214,-0.12042528735632184,258649,-0.0,0.001
Renault Kaptur,standart,petrol,5.68,2014,53318,2019,48.13,engine_overheat,0.1,4.10132183908046,199.6325701245877,32.310344827586206,7.870689655172414,9.745664739884393,35,3.414285714285714,882,4,58.595,0.15155779120723226,-14.398362068965518,316047,-4.564,-7.3095
Skoda Rapid,economy,petrol,6.12,2015,84412,2018,26.17,electro_bug,0.0,4.404885057471264,200.0,35.07471264367816,7.9126436781609195,7.183908045977011,35,3.8371428571428576,812,3,50.577,0.09094820159713128,1.958580459770115,525029,-20.037,8.494
Smart ForFour,economy,petrol,3.54,2015,85471,2016,44.41,wheel_shake,0.18,4.829597701149425,170.14233159736176,33.63793103448276,8.116666666666667,15.075,35,3.2,820,4,15.299999999999999,0.05310485239596872,-2.6726149425287358,630884,0.0,0.0
Smart ForFour,economy,petrol,5.4,2017,117841,2016,28.58,engine_fuel,0.1,4.28683908045977,176.56882454330966,33.224137931034484,8.094827586206897,16.92622950819672,35,2.9285714285714284,941,4,39.659,-0.09272973235470928,1.2530689655172413,439444,-0.381,7.213
Renault Sandero,standart,petrol,4.5,2013,45290,2014,33.39,break_bug,0.13,5.234137931034483,110.49570189126256,35.04022988505747,7.969540229885058,7.045977011494253,35,2.7485714285714287,773,4,29.012,0.011936415337408345,-4.259741379310345,517851,2.302,3.309
Kia Rio,economy,petrol,3.74,2015,78854,2020,52.51,engine_check,0.1,4.532068965517242,159.0,33.55172413793103,8.07183908045977,17.637096774193548,35,2.6485714285714286,1043,4,7.9,0.026392580306111857,-1.9310057471264368,675140,-0.0,0.0
