model,car_type,fuel_type,max_speed,mean_rating,min_rating,avg_destroy_degree,driver_accident_mean,driver_rating_mean,fix_count,total_work_duration,feature_min_max_diff,feature_start,feature_quant,target_class
VW Polo VI,economy,petrol,177.0,4.238333333333333,0.1,4.385714285714286,8.833333333333334,7.76551724137931,35,982,60.609,34.888,40.5,engine_overheat
Kia Sportage,standart,petrol,191.80033764372743,4.232586206896552,0.1,3.257142857142857,7.583815028901734,7.9977011494252865,35,857,33.336,0.198,10.573,engine_ignition
Skoda Rapid,economy,petrol,165.0,4.808448275862069,0.1,2.705714285714286,16.840336134453782,8.15632183908046,35,911,67.991,1.271,-7.52825,engine_check
VW Polo,economy,petrol,140.97809491386093,4.87367816091954,0.61,3.5942857142857143,16.743362831858406,8.104022988505747,35,840,61.806999999999995,54.98,48.03575,wheel_shake
Kia Sportage,standart,petrol,104.84839915848671,4.494597701149425,0.18,4.52,9.149425287356323,7.864367816091955,35,1001,116.635,5.053,-19.6635,gear_stick
Kia Sportage,standart,petrol,189.24927886489576,4.458735632183909,0.1,3.2714285714285714,9.10919540229885,7.8212643678160925,35,984,37.098,0.725,-3.5557499999999997,engine_overheat
Smart Coupe,economy,petrol,184.2194864863617,4.4110919540229885,0.1,3.342857142857143,6.764367816091954,7.9833333333333325,35,793,37.053,0.312,4.64525,engine_ignition
Kia Rio,economy,petrol,111.5664156244652,5.51103448275862,0.1,4.282857142857143,7.540229885057471,8.0183908045977,35,1093,29.031,4.099,4.087,break_bug
Renault Kaptur,standart,petrol,111.64602069468302,5.403390804597701,0.1,4.2457142857142856,7.0,7.941954022988506,35,962,29.006999999999998,2.994,2.991,break_bug
VW Polo,economy,petrol,155.40621382525953,4.765862068965517,0.1,4.2,17.71900826446281,8.017816091954023,35,836,44.882,1.234,9.8245,another_bug
Kia Sportage,standart,petrol,186.2764126407857,3.939885057471264,0.1,3.182857142857143,7.793103448275862,8.017816091954023,35,902,36.806000000000004,0.328,19.936999999999998,engine_ignition
VW Polo,economy,petrol,149.23264132703434,4.72,0.56,3.982857142857143,17.966101694915253,8.056896551724138,35,862,27.253999999999998,2.535,-4.6027499999999995,wheel_shake
Renault Sandero,standart,petrol,182.3550595522883,4.151149425287356,0.1,3.14,17.868852459016395,8.071264367816093,35,802,56.977,-0.719,35.7215,engine_fuel
Smart Coupe,economy,petrol,92.38487449690062,4.419827586206896,0.1,4.140000000000001,9.120689655172415,7.776436781609195,35,1004,58.588,7.631,20.5255,gear_stick
VW Polo,economy,petrol,117.0,4.692183908045977,0.1,4.34,16.098214285714285,8.18735632183908,35,970,42.03,-2.682,-2.57,wheel_shake
Smart ForFour,economy,petrol,116.11252091498324,4.5279885057471265,0.1,3.2342857142857144,9.005747126436782,7.825862068965518,35,949,29.017,-13.076,2.925,gear_stick
Kia Sportage,standart,petrol,160.6789688128813,4.526781609195402,0.31,2.8885714285714283,17.8046875,8.094252873563219,35,980,46.891,26.394,23.68575,engine_check
Kia Sportage,standart,petrol,161.26479019229834,4.454080459770115,0.49,3.237142857142857,15.798245614035087,8.149425287356323,35,981,57.012,27.405,35.89025,engine_check
Hyundai Solaris,economy,petrol,179.72965247919922,4.255172413793104,0.1,2.7142857142857144,9.298850574712644,7.817816091954023,35,962,31.688000000000002,2.909,-0.5325,engine_overheat
Kia Rio X,economy,petrol,194.97560066684235,4.64264367816092,0.0,2.6142857142857143,7.942196531791907,7.951724137931034,35,798,49.816,3.504,18.4255,electro_bug
Kia Rio X-line,economy,petrol,113.43349206822596,5.386954022988506,0.1,3.36,6.885057471264368,7.974137931034483,35,913,71.033,-11.986,2.7335000000000003,break_bug
VW Polo VI,economy,petrol,118.78815472699677,4.553850574712643,0.1,2.8914285714285715,13.81578947368421,8.106896551724137,35,830,10.001,0.0,0.0,wheel_shake
Nissan Qashqai,standart,petrol,177.12467301694423,4.522183908045977,0.1,2.917142857142857,15.297709923664122,8.148275862068965,35,982,74.275,-2.256,7.32575,another_bug
Renault Kaptur,standart,petrol,126.71140884501352,5.214540229885058,0.1,4.214285714285714,7.632183908045977,8.017241379310345,35,1041,29.019,3.776,3.777,break_bug
MINI CooperSE,business,electro,188.0,4.706724137931035,0.21,3.7314285714285713,17.342105263157894,8.020114942528735,35,772,78.59,6.372,17.787750000000003,another_bug
Smart ForFour,economy,petrol,155.72744019078985,4.132471264367815,0.1,4.062857142857142,18.97345132743363,8.141954022988505,35,912,12.918,-0.0,0.001,engine_fuel
Renault Sandero,standart,petrol,116.0,4.226091954022989,0.1,3.7314285714285713,9.32183908045977,7.851149425287356,35,1041,37.018,2.12,2.109,gear_stick
Kia Sportage,standart,petrol,171.50655449716027,4.5120114942528735,0.1,2.6457142857142855,16.873873873873872,8.092528735632184,35,905,68.382,0.71,11.62425,engine_check
Kia Rio X-line,economy,petrol,190.8460106221391,4.044885057471265,0.0,2.8314285714285714,7.712643678160919,8.045402298850576,35,899,43.675,-1.821,-0.6112500000000001,electro_bug
Skoda Rapid,economy,petrol,124.28008226278638,4.61448275862069,0.1,3.1657142857142855,18.650793650793652,8.151149425287356,35,929,29.994,20.898,19.98525,wheel_shake
Renault Sandero,standart,petrol,109.79146074088548,4.467011494252874,0.1,3.9028571428571426,8.3121387283237,7.839080459770115,35,923,75.178,-43.502,-12.41475,gear_stick
Kia Rio X-line,economy,petrol,195.25376048904135,3.974310344827586,0.1,2.9657142857142857,7.425287356321839,7.993678160919541,35,849,50.287,3.392,22.3005,engine_ignition
Smart ForTwo,economy,petrol,194.0,4.160574712643679,0.1,3.157142857142857,8.502890173410405,7.870689655172414,35,900,13.261,0.0,0.0,engine_overheat
VW Polo VI,economy,petrol,151.22710796873963,4.793390804597701,0.1,3.605714285714286,16.214876033057852,8.139655172413793,35,870,22.862000000000002,8.961,6.4085,wheel_shake
Smart ForFour,economy,petrol,152.0,4.381954022988506,0.1,3.0342857142857143,17.473684210526315,8.155747126436781,35,867,62.573,-2.08,47.13525,engine_check
VW Polo,economy,petrol,123.12010946208444,4.257413793103448,0.1,3.6285714285714286,9.040229885057471,7.754597701149425,35,913,29.013,4.004,4.01,gear_stick
Kia Sportage,standart,petrol,101.68913597415798,5.528333333333333,0.17,3.9028571428571426,6.896551724137931,7.971264367816092,35,906,29.019000000000002,-19.1,2.906,break_bug
Skoda Rapid,economy,petrol,158.93607171726043,4.216896551724138,0.1,3.5399999999999996,16.464285714285715,8.09655172413793,35,1011,62.864,-0.118,30.993499999999997,engine_fuel
Audi Q3,premium,petrol,177.05674248299593,4.211494252873563,0.0,3.9057142857142852,7.097701149425287,8.052298850574712,35,857,46.664,4.768,13.841249999999999,electro_bug
Renault Kaptur,standart,petrol,179.33011786925508,4.320632183908046,0.1,4.277142857142857,16.392,8.055172413793104,35,1008,38.449,-3.594,-2.0757499999999998,engine_fuel
Hyundai Solaris,economy,petrol,153.0,4.382701149425287,0.1,3.5942857142857143,17.136752136752136,8.141379310344828,35,977,60.852000000000004,4.058,9.58025,engine_check
Renault Kaptur,standart,petrol,194.00510835900224,4.916724137931034,0.1,3.0485714285714285,18.7734375,8.075862068965517,35,922,74.292,4.527,15.446750000000002,another_bug
Skoda Rapid,economy,petrol,162.90268124822367,4.557701149425287,0.1,2.9714285714285715,14.420634920634921,8.11551724137931,35,876,8.6,-0.0,-0.001,engine_check
VW Polo,economy,petrol,116.65121326476677,4.533275862068965,0.1,3.525714285714286,15.991803278688524,8.083333333333334,35,996,44.363,23.453,30.99775,wheel_shake
Nissan Qashqai,standart,petrol,166.3689220029719,4.1659770114942525,0.1,4.248571428571428,15.478260869565217,8.117241379310345,35,1010,83.768,-2.135,47.119,engine_fuel
Hyundai Solaris,economy,petrol,114.30288388974122,4.667816091954023,0.27,3.182857142857143,8.77456647398844,7.852873563218392,35,952,85.992,-56.687,-9.991249999999999,gear_stick
Kia Sportage,standart,petrol,165.61171386668656,3.8163218390804596,0.1,3.6342857142857143,17.754716981132077,8.145977011494253,35,872,66.348,0.733,-7.97775,engine_fuel
Mercedes-Benz GLC,business,petrol,182.0,4.083103448275862,0.1,3.4714285714285715,10.5,8.289080459770116,35,934,58.357,3.483,24.86925,engine_overheat
VW Polo,economy,petrol,98.96940186135028,5.170919540229885,0.1,2.974285714285714,7.591954022988506,7.958045977011494,35,786,29.011000000000003,0.429,3.433,break_bug
Renault Sandero,standart,petrol,187.05842981971375,4.668045977011494,0.1,4.048571428571428,14.184,8.10632183908046,35,1062,47.902,-10.233,20.89025,another_bug
VW Tiguan,economy,petrol,196.28584099268468,4.683965517241379,0.0,3.3971428571428572,7.304597701149425,8.043103448275861,35,790,10.083,0.0,0.03875,electro_bug
Skoda Rapid,economy,petrol,189.0,4.069195402298851,0.1,3.1599999999999997,7.367816091954023,8.037931034482758,35,904,65.832,1.42,19.65475,engine_ignition
Hyundai Solaris,economy,petrol,187.55097433832785,4.241954022988506,0.1,2.914285714285714,7.436781609195402,8.025862068965518,35,911,39.177,0.538,9.487,engine_ignition
Renault Kaptur,standart,petrol,103.35082017429194,4.347586206896552,0.1,3.08,9.275862068965518,7.891379310344827,35,884,32.013,3.746,3.75,gear_stick
Renault Kaptur,standart,petrol,121.91736703925844,5.235402298850575,0.1,4.797142857142857,7.473988439306359,8.02816091954023,35,897,7.899,-0.0,-0.001,break_bug
Hyundai Solaris,economy,petrol,195.76142400229853,3.9097701149425284,0.1,3.374285714285714,7.316091954022989,7.969540229885058,35,1026,13.259,0.0,-0.001,engine_ignition
VW Polo VI,economy,petrol,168.8058782767598,3.9929310344827584,0.0,4.428571428571429,7.442528735632184,8.010919540229885,35,973,6.08,0.0,0.03875,electro_bug
Kia Sportage,standart,petrol,155.0,4.649655172413793,0.1,2.8028571428571425,16.858333333333334,8.070689655172414,35,869,43.31,21.576,18.48225,engine_check
Mercedes-Benz GLC,business,petrol,183.0,4.684712643678161,0.1,3.8028571428571425,19.51260504201681,8.571264367816093,35,989,67.386,13.591,25.6495,another_bug
Kia Rio X,economy,petrol,110.67152981814372,5.214252873563218,0.1,3.5971428571428574,7.189655172413793,7.982758620689655,35,867,51.382,-26.726,-2.2777499999999997,break_bug
Kia Rio X-line,economy,petrol,197.13045115344136,4.0343103448275865,0.1,3.0028571428571427,8.959770114942529,7.825287356321838,35,877,27.450000000000003,14.318,10.38825,engine_overheat
Kia Rio,economy,petrol,100.92792843135452,4.616666666666666,0.1,3.6771428571428566,9.517241379310345,7.833333333333333,35,934,45.099999999999994,-9.399,12.693,gear_stick
VW Polo VI,economy,petrol,165.12676091060533,4.501149425287356,0.1,3.0142857142857142,16.273504273504273,8.007471264367815,35,837,10.0,-5.0,-0.002,engine_check
VW Tiguan,economy,petrol,164.38951085809165,3.9251149425287357,0.1,3.2714285714285714,15.704,8.1,35,1029,61.232,-0.104,43.9585,engine_fuel
Renault Kaptur,standart,petrol,157.60161455560697,4.557873563218391,0.1,3.42,17.609375,7.926436781609196,35,971,71.644,12.289,29.953500000000002,engine_check
Renault Kaptur,standart,petrol,110.00034335023408,4.487586206896552,0.1,4.854285714285714,9.057471264367816,7.756321839080459,35,1119,20.4,0.0,0.001,gear_stick
Smart ForTwo,economy,petrol,121.0581184532262,4.536436781609195,0.1,3.474285714285714,16.53435114503817,8.100574712643677,35,1029,54.021,29.549,36.48975,wheel_shake
Kia Rio X-line,economy,petrol,193.80171508418115,4.175229885057472,0.1,3.605714285714286,9.421965317919074,7.875287356321839,35,991,37.27,-3.219,6.18175,engine_overheat
Kia Rio,economy,petrol,192.2821565671486,4.343448275862069,0.1,4.105714285714285,9.30813953488372,7.887356321839081,35,949,15.13,-0.0,0.0,engine_overheat
VW Polo,economy,petrol,190.07005154735967,3.938965517241379,0.1,2.6514285714285712,7.471264367816092,8.022988505747126,35,891,46.007,-1.392,33.714749999999995,engine_ignition
Fiat 500,business,petrol,191.75307838650076,4.137298850574712,0.1,3.657142857142857,9.254335260115607,7.9189655172413795,35,1004,26.104,1.763,11.850750000000001,engine_overheat
Smart Coupe,economy,petrol,163.0,4.411954022988506,0.35,2.934285714285714,15.198412698412698,8.050574712643678,35,955,57.431,-3.007,24.2625,engine_check
MINI CooperSE,business,electro,194.8697496864626,4.010287356321839,0.1,3.6085714285714285,8.942528735632184,7.919540229885057,35,907,37.316,12.392,8.152000000000001,engine_overheat
Nissan Qashqai,standart,petrol,165.28217983789034,4.853793103448275,0.1,3.877142857142857,17.24137931034483,8.083908045977012,35,1011,71.52000000000001,3.196,6.94675,another_bug
Nissan Qashqai,standart,petrol,199.62448919071196,4.141264367816092,0.1,3.6885714285714286,8.942528735632184,7.817816091954023,35,828,46.363,3.129,0.25825,engine_overheat
Mercedes-Benz GLC,business,petrol,165.0,4.6947126436781605,0.1,3.968571428571429,17.691056910569106,8.571264367816093,35,998,69.161,4.166,23.00375,another_bug
Kia Rio,economy,petrol,119.0,4.414367816091954,0.1,2.862857142857143,16.608,8.117241379310345,35,879,16.3,-7.0,0.0,wheel_shake
Hyundai Solaris,economy,petrol,199.2257113867342,3.9680459770114944,0.1,4.328571428571428,9.138728323699421,7.838505747126438,35,1023,24.225,7.558,-2.44275,engine_overheat
Kia Sportage,standart,petrol,159.0,4.635977011494253,0.32,2.64,17.28688524590164,8.222413793103449,35,829,64.97800000000001,-1.586,34.865500000000004,engine_check
Hyundai Solaris,economy,petrol,161.76322578857065,4.329137931034483,0.1,3.5142857142857142,15.418604651162791,8.161494252873563,35,975,38.864,-1.916,-3.17825,engine_fuel
VW Tiguan,economy,petrol,99.00692437760245,4.671896551724138,0.28,3.3885714285714283,8.477011494252874,7.820114942528736,35,843,62.675,-15.835,3.37125,gear_stick
Smart ForFour,economy,petrol,117.19502748202515,5.082241379310346,0.12,3.682857142857143,7.545977011494253,7.979310344827587,35,961,29.037000000000003,3.268,3.27,break_bug
Hyundai Solaris,economy,petrol,190.31738693600505,4.504770114942529,0.1,2.914285714285714,7.425287356321839,7.955172413793104,35,958,73.551,-0.115,2.81125,engine_ignition
Audi Q3,premium,petrol,190.44321428812373,4.384942528735633,0.1,2.94,7.281609195402299,8.065517241379311,35,769,52.461,-0.954,43.844249999999995,engine_ignition
Kia Rio X-line,economy,petrol,178.88041379070444,4.205172413793104,0.0,3.9285714285714284,7.574712643678161,7.986206896551724,35,933,47.893,-3.409,19.479499999999998,electro_bug
MINI CooperSE,business,electro,200.0,4.61051724137931,0.56,3.6628571428571424,18.175925925925927,8.108620689655172,35,891,57.973,2.359,11.74375,another_bug
Mini Cooper,business,petrol,117.9614761947394,5.328275862068965,0.1,3.908571428571429,7.172413793103448,8.104022988505747,35,928,29.008,-21.315,3.689,break_bug
Volkswagen ID.4 ,premium,electro,196.6838493617104,4.333735632183909,0.0,4.217142857142857,11.430232558139535,9.120114942528737,35,1034,16.004,0.0,0.05275,electro_bug
Kia Rio X,economy,petrol,119.0,4.807528735632184,0.1,3.5457142857142854,15.178861788617887,8.085632183908046,35,971,39.957,18.411,21.64925,wheel_shake
Smart ForTwo,economy,petrol,131.5501485557683,4.630632183908046,0.1,3.8685714285714288,15.887931034482758,8.083908045977012,35,937,55.626000000000005,13.235,0.24575,wheel_shake
Audi A3,premium,petrol,187.0,4.6226436781609195,0.1,3.257142857142857,17.445454545454545,8.101149425287355,35,865,58.649,-7.289,24.871000000000002,another_bug
Kia Rio,economy,petrol,99.03531563838712,4.6097701149425285,0.1,3.7685714285714287,8.867816091954023,7.7281609195402305,35,934,87.78999999999999,3.594,-0.46525,gear_stick
Kia Rio X-line,economy,petrol,185.0,4.052413793103448,0.1,3.394285714285714,8.739884393063583,7.760919540229885,35,971,15.299,0.0,0.0,engine_overheat
Hyundai Solaris,economy,petrol,175.73641608126175,4.729310344827586,0.1,3.04,14.53781512605042,8.114367816091955,35,970,10.0,-0.0,-0.0,another_bug
VW Tiguan,economy,petrol,170.55406490945566,4.2683908045977015,0.1,3.6542857142857144,8.84393063583815,7.823563218390804,35,933,26.716,-3.461,-9.57675,engine_overheat
Hyundai Solaris,economy,petrol,100.84513781705256,4.477586206896552,0.1,4.48,8.867816091954023,7.7683908045977015,35,1183,101.374,-13.011,3.0732500000000003,gear_stick
Renault Sandero,standart,petrol,106.03719613056232,5.2988505747126435,0.1,3.797142857142857,7.583815028901734,8.086206896551724,35,1019,102.958,-47.116,-17.62825,break_bug
Smart ForFour,economy,petrol,180.7002829859832,4.081666666666667,0.1,3.0457142857142854,7.132183908045977,7.982183908045977,35,1070,60.372,0.18,41.408249999999995,engine_ignition
Renault Sandero,standart,petrol,177.71225095854282,4.346206896551724,0.0,3.262857142857143,7.396551724137931,7.994827586206896,35,796,48.385999999999996,-7.132,4.30875,electro_bug
Smart Coupe,economy,petrol,141.8255095846796,4.732701149425288,0.1,2.9085714285714284,17.614035087719298,8.182758620689654,35,882,13.5,-0.0,0.001,wheel_shake
Audi A4,premium,petrol,182.46134233740187,4.370747126436782,0.0,3.9714285714285715,6.982658959537572,8.07183908045977,35,1009,49.971000000000004,3.77,2.573,electro_bug
Kia Sportage,standart,petrol,180.13207820463953,4.171781609195402,0.1,2.8285714285714287,7.844827586206897,8.045402298850576,35,890,15.131,0.0,-0.0,engine_ignition
VW Polo VI,economy,petrol,177.35574953052634,3.8628735632183906,0.1,3.702857142857143,8.764367816091953,7.7844827586206895,35,938,62.772999999999996,1.2,50.035,engine_overheat
Hyundai Solaris,economy,petrol,189.0,4.813103448275863,0.4,4.122857142857143,18.076271186440678,8.124712643678162,35,1003,40.759,-11.068,-2.06775,another_bug
Tesla Model 3,premium,electro,197.93890089761868,3.8398275862068965,0.1,2.64,12.045977011494253,9.21264367816092,35,914,56.157,4.186,40.52525,engine_ignition
Nissan Qashqai,standart,petrol,179.24767547985363,3.977816091954023,0.1,3.0971428571428574,7.402298850574713,7.968390804597701,35,1119,55.282,-0.317,7.2155000000000005,engine_ignition
Smart ForFour,economy,petrol,111.62281915585216,5.327298850574713,0.81,3.5714285714285716,7.735632183908046,8.052873563218391,35,957,8.202,-0.0,-0.001,break_bug
Mercedes-Benz E200,business,petrol,123.2425723826531,5.3470114942528735,0.15,3.791428571428571,7.160919540229885,8.145977011494253,35,861,29.008,1.073,1.068,break_bug
Renault Kaptur,standart,petrol,200.0,4.501264367816092,0.1,3.748571428571428,18.0,8.091379310344829,35,805,49.522,6.132,23.816499999999998,another_bug
Renault Kaptur,standart,petrol,166.58752001594092,4.204425287356322,0.1,4.405714285714286,15.448,8.086206896551724,35,920,36.985,-0.02,18.40175,engine_fuel
Skoda Rapid,economy,petrol,163.0,4.461781609195403,0.1,2.7885714285714283,15.504347826086956,8.035632183908046,35,978,57.205000000000005,4.277,4.8302499999999995,engine_check
VW Tiguan,economy,petrol,185.64359038980064,4.514885057471265,0.1,2.3514285714285714,17.867768595041323,8.104597701149425,35,810,49.343,-20.78,5.22175,another_bug
Hyundai Solaris,economy,petrol,101.11814965462742,4.621206896551724,0.73,3.7714285714285714,8.641618497109826,7.795977011494253,35,882,75.42200000000001,2.555,-10.508,gear_stick
Kia Rio,economy,petrol,103.81248834033856,4.443275862068965,0.1,3.4771428571428573,8.959537572254336,7.833908045977011,35,901,34.019,4.489,4.477,gear_stick
Nissan Qashqai,standart,petrol,173.42811643954593,4.430977011494253,0.0,3.417142857142857,7.597701149425287,8.014367816091953,35,943,75.449,-50.624,-14.243,electro_bug
Nissan Qashqai,standart,petrol,200.0,4.104022988505747,0.0,3.9285714285714284,7.557471264367816,8.027586206896551,35,852,58.656,5.157,7.878,electro_bug
Nissan Qashqai,standart,petrol,161.09125877225728,4.056494252873564,0.1,3.434285714285714,13.472727272727273,8.109770114942528,35,927,12.921,-0.0,-0.0,engine_fuel
Volkswagen ID.4 ,premium,electro,188.59741134335093,4.170344827586207,0.0,3.94,11.624277456647398,9.163793103448276,35,840,73.048,-21.423,-15.149999999999999,electro_bug
Smart ForTwo,economy,petrol,173.83760363759174,4.427988505747127,0.1,4.025714285714286,8.947976878612717,7.8660919540229886,35,1070,45.632999999999996,5.787,3.76375,engine_overheat
Mini Cooper,business,petrol,196.3950685740848,4.1354597701149425,0.1,4.8828571428571435,9.78735632183908,7.954597701149424,35,1126,47.873,20.855,26.0255,engine_overheat
Renault Kaptur,standart,petrol,170.0,4.799540229885057,0.1,2.8285714285714287,15.675438596491228,8.155172413793103,35,905,10.799,-0.0,0.0,engine_check
VW Tiguan,economy,petrol,170.0,4.618908045977012,0.51,4.042857142857143,16.433333333333334,8.075862068965517,35,990,76.383,-12.448,-8.1435,another_bug
VW Tiguan,economy,petrol,154.0,4.607528735632184,0.22,2.6542857142857144,13.957264957264957,8.064367816091954,35,975,74.84,-0.403,-1.2072500000000002,engine_check
Mercedes-Benz E200,business,petrol,180.08977983165295,3.880632183908046,0.1,3.3771428571428572,16.04424778761062,8.25,35,1053,43.687,0.194,15.346499999999999,engine_fuel
Smart Coupe,economy,petrol,105.32102719389552,5.379080459770115,0.1,3.3657142857142857,7.833333333333333,8.02183908045977,35,959,8.700999999999999,-0.0,0.0,break_bug
VW Polo VI,economy,petrol,200.0,4.761091954022988,0.1,4.088571428571428,14.96694214876033,8.048850574712644,35,914,47.335,-2.645,7.93675,another_bug
Kia Sportage,standart,petrol,152.0,4.51264367816092,0.1,2.5542857142857143,16.458333333333332,8.145402298850575,35,939,68.17,2.199,7.652,engine_check
Smart Coupe,economy,petrol,114.76509097859255,5.412471264367816,0.1,3.9257142857142857,7.879310344827586,8.001149425287357,35,969,58.677,2.045,-1.98525,break_bug
VW Tiguan,economy,petrol,199.7084807115582,4.464540229885058,0.1,3.657142857142857,8.75,7.867816091954023,35,876,34.116,27.825,17.03425,engine_overheat
Skoda Rapid,economy,petrol,182.0,4.626839080459771,0.12,2.8685714285714288,19.81896551724138,8.104022988505747,35,849,46.025000000000006,3.201,14.42225,another_bug
Kia Rio X,economy,petrol,177.34619898603324,4.269195402298851,0.0,3.62,7.816091954022989,7.998275862068966,35,904,10.091,0.0,0.042749999999999996,electro_bug
Renault Kaptur,standart,petrol,170.80161790957587,4.048045977011494,0.1,4.8,19.2,8.13448275862069,35,1097,14.280999999999999,0.0,-0.0,engine_fuel
Smart ForFour,economy,petrol,176.0,4.862528735632184,0.1,3.565714285714286,15.903508771929825,8.081609195402299,35,871,48.699999999999996,-16.885,-7.19825,another_bug
Kia Rio X-line,economy,petrol,160.5678304383427,4.5569540229885055,0.1,3.56,15.73015873015873,8.075862068965517,35,1064,63.888,1.715,4.44275,engine_check
Nissan Qashqai,standart,petrol,114.19524256557168,5.401551724137931,0.1,4.148571428571429,7.586206896551724,7.980459770114942,35,1037,29.029000000000003,2.377,3.384,break_bug
Fiat 500,business,petrol,114.5217583367471,5.2011494252873565,0.1,4.08,7.554913294797688,8.044827586206896,35,791,29.013,-25.075,2.932,break_bug
Hyundai Solaris,economy,petrol,106.45619950639012,4.476896551724138,0.1,3.3028571428571425,8.971098265895954,7.848275862068965,35,969,29.007,-15.287,1.716,gear_stick
VW Polo VI,economy,petrol,165.08162854101622,4.664655172413793,0.1,3.005714285714286,20.008474576271187,8.11896551724138,35,953,75.864,59.581,61.57025,engine_check
Kia Rio,economy,petrol,122.2181943751335,4.4927011494252875,0.1,3.2,9.03448275862069,7.801149425287357,35,943,85.261,1.845,11.2125,gear_stick
Renault Kaptur,standart,petrol,151.0,4.521091954022988,0.1,2.5742857142857143,15.165289256198347,8.0183908045977,35,1014,11.499,0.0,0.0,engine_check
Kia Sportage,standart,petrol,200.0,4.5504597701149425,0.1,3.86,18.03846153846154,8.117816091954023,35,970,9.001,0.0,0.002,another_bug
Kia Sportage,standart,petrol,106.16985302030646,4.467413793103448,0.42,3.5942857142857143,9.195402298850574,7.838505747126438,35,919,66.257,-0.088,-7.4595,gear_stick
Renault Kaptur,standart,petrol,171.83444621108544,3.810402298850575,0.1,3.1514285714285712,8.10344827586207,8.058045977011494,35,996,60.425000000000004,0.236,0.6515,engine_ignition
Renault Sandero,standart,petrol,196.90095564067087,4.054942528735632,0.1,4.025714285714286,18.774774774774773,8.028735632183908,35,960,14.449,-0.0,-0.001,engine_fuel
Kia Sportage,standart,petrol,115.20223344034596,5.372701149425287,0.22,4.448571428571428,7.4655172413793105,8.051149425287356,35,906,64.507,-48.757,-6.77575,break_bug
Smart Coupe,economy,petrol,175.09531917429993,4.462816091954023,0.1,2.1028571428571428,14.30952380952381,8.07183908045977,35,915,64.205,-4.045,7.6114999999999995,engine_fuel
Kia Rio X,economy,petrol,200.0,4.7716666666666665,0.1,4.031428571428571,13.637931034482758,8.054597701149426,35,845,63.865,5.058,-9.346499999999999,another_bug
VW Polo,economy,petrol,188.6417358577536,4.190229885057471,0.0,3.734285714285714,7.925287356321839,8.03448275862069,35,905,73.506,1.994,-29.8465,electro_bug
Hyundai Solaris,economy,petrol,191.3114963781613,4.753850574712644,0.7,3.877142857142857,16.421875,8.124137931034483,35,948,65.956,-14.242,-8.82225,another_bug
Smart ForTwo,economy,petrol,126.75641271723748,4.683103448275862,0.1,4.828571428571428,16.333333333333332,8.05,35,965,46.897,14.792,-0.8095,wheel_shake
Kia Rio,economy,petrol,185.58689860628348,4.185402298850574,0.1,3.205714285714286,7.0,7.9781609195402305,35,1001,45.733999999999995,1.513,38.75425,engine_ignition
Nissan Qashqai,standart,petrol,200.0,4.71028735632184,0.1,3.4457142857142857,16.95,8.105172413793102,35,939,42.29,4.983,6.264749999999999,another_bug
Kia Rio,economy,petrol,183.25678676328377,4.330632183908046,0.1,3.065714285714286,8.091954022988507,8.047126436781609,35,1004,35.281000000000006,2.013,19.253999999999998,engine_ignition
Skoda Rapid,economy,petrol,108.57269878903112,5.1755172413793105,0.4,3.0771428571428574,6.839080459770115,7.989655172413793,35,866,9.100000000000001,0.0,0.001,break_bug
Renault Kaptur,standart,petrol,167.00473178925046,4.331091954022988,0.0,3.8857142857142857,7.908045977011494,8.074712643678161,35,902,49.611000000000004,3.97,3.653,electro_bug
VW Polo VI,economy,petrol,152.41342806125954,4.649367816091954,0.1,3.96,17.58974358974359,8.060344827586206,35,1146,43.588,7.552,11.44625,wheel_shake
Renault Kaptur,standart,petrol,106.87202372928688,4.554827586206897,0.1,4.2457142857142856,10.051724137931034,7.840804597701149,35,957,29.006,-14.614,3.3897500000000003,gear_stick
VW Tiguan,economy,petrol,109.85120192005418,4.552643678160919,0.22,3.582857142857143,9.699421965317919,7.79655172413793,35,951,9.399999999999999,0.0,-0.001,gear_stick
Mercedes-Benz GLC,business,petrol,101.2438954401855,5.255,0.1,3.117142857142857,8.666666666666666,8.459195402298851,35,956,8.702,-0.0,-0.001,break_bug
Smart ForTwo,economy,petrol,110.7531086810274,5.538275862068965,0.1,3.6599999999999997,7.236994219653179,8.017241379310345,35,843,29.016,1.636,1.632,break_bug
VW Polo,economy,petrol,163.0,4.416781609195402,0.1,3.04,17.608695652173914,8.089080459770114,35,840,76.82600000000001,-0.196,-2.832,engine_check
Skoda Rapid,economy,petrol,119.55876866519844,4.404252873563219,0.1,3.9542857142857146,9.080459770114942,7.773563218390804,35,925,29.017000000000003,1.071,1.069,gear_stick
Hyundai Solaris,economy,petrol,199.87641391507475,4.416609195402299,0.1,2.3857142857142857,9.560693641618498,7.862068965517241,35,845,42.015,29.243,11.469,engine_overheat
Kia Rio X,economy,petrol,179.0,4.275747126436782,0.1,2.9085714285714284,7.120689655172414,7.913218390804598,35,1061,51.066,-4.26,20.77975,engine_ignition
Kia Rio X-line,economy,petrol,101.6689256280214,4.5504597701149425,0.1,4.502857142857143,9.46551724137931,7.749425287356322,35,954,69.523,1.807,1.19275,gear_stick
Kia Rio X-line,economy,petrol,165.0,4.496954022988506,0.1,3.1542857142857144,16.722689075630253,8.055172413793104,35,828,84.13499999999999,9.785,8.6035,engine_check
